"decimalLongitude","decimalLatitude","gbifID","accessRights","bibliographicCitation","language","license","modified","publisher","references","rightsHolder","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","caste","behavior","vitality","establishmentMeans","degreeOfEstablishment","pathway","georeferenceVerificationStatus","occurrenceStatus","preparations","disposition","associatedOccurrences","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","organismName","organismScope","associatedOrganisms","previousIdentifications","organismRemarks","materialEntityID","materialEntityRemarks","verbatimLabel","materialSampleID","eventID","parentEventID","eventType","fieldNumber","eventDate","eventTime","startDayOfYear","endDayOfYear","year","month","day","verbatimEventDate","habitat","samplingProtocol","sampleSizeValue","sampleSizeUnit","samplingEffort","fieldNotes","eventRemarks","locationID","higherGeographyID","higherGeography","continent","waterBody","islandGroup","island","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","verticalDatum","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","footprintSpatialFit","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","verbatimIdentification","identificationQualifier","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationReferences","identificationVerificationStatus","identificationRemarks","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","datasetKey","publishingCountry","lastInterpreted","elevation","elevationAccuracy","depth","depthAccuracy","distanceFromCentroidInMeters","issue","mediaType","hasCoordinate","hasGeospatialIssues","taxonKey","acceptedTaxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","subgenusKey","speciesKey","species","acceptedScientificName","verbatimScientificName","typifiedName","protocol","lastParsed","lastCrawled","repatriated","relativeOrganismQuantity","projectId","isSequenced","gbifRegion","publishedByGbifRegion","level0Gid","level0Name","level1Gid","level1Name","level2Gid","level2Name","level3Gid","level3Name","iucnRedListCategory"
-88.56,37.42,1264853727,NA,NA,NA,"CC0_1_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MATERIAL_CITATION",NA,NA,NA,4292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NORTH_AMERICA",NA,NA,NA,"US",NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aedes albopictus (Skuse, 1894)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Diptera",NA,"Culicidae",NA,NA,NA,"Aedes","Aedes",NA,NA,"albopictus",NA,NA,"SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"33614778-513a-4ec0-814d-125021cca5fe","GB","2025-02-02T16:31:25.763Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_UNPARSABLE",NA,"true","false",1651430,1651430,1,54,216,811,3346,7924646,NA,1651430,"Aedes albopictus","Aedes albopictus (Skuse, 1894)","Aedes albopictus",NA,"DWC_ARCHIVE","2025-02-02T16:31:25.763Z","2025-01-24T08:50:12.886Z","true",NA,NA,"false","NORTH_AMERICA","EUROPE","USA","United States","USA.14_1","Illinois","USA.14.77_1","Pope","","","NE"
-89.37,38.08,1264853721,NA,NA,NA,"CC0_1_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MATERIAL_CITATION",NA,NA,NA,4295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NORTH_AMERICA",NA,NA,NA,"US",NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aedes albopictus (Skuse, 1894)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Diptera",NA,"Culicidae",NA,NA,NA,"Aedes","Aedes",NA,NA,"albopictus",NA,NA,"SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"33614778-513a-4ec0-814d-125021cca5fe","GB","2025-02-02T16:31:25.740Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_UNPARSABLE",NA,"true","false",1651430,1651430,1,54,216,811,3346,7924646,NA,1651430,"Aedes albopictus","Aedes albopictus (Skuse, 1894)","Aedes albopictus",NA,"DWC_ARCHIVE","2025-02-02T16:31:25.740Z","2025-01-24T08:50:12.886Z","true",NA,NA,"false","NORTH_AMERICA","EUROPE","USA","United States","USA.14_1","Illinois","USA.14.74_1","Perry","","","NE"
-88.54,37.76,1264853711,NA,NA,NA,"CC0_1_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MATERIAL_CITATION",NA,NA,NA,4294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NORTH_AMERICA",NA,NA,NA,"US",NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aedes albopictus (Skuse, 1894)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Diptera",NA,"Culicidae",NA,NA,NA,"Aedes","Aedes",NA,NA,"albopictus",NA,NA,"SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"33614778-513a-4ec0-814d-125021cca5fe","GB","2025-02-02T16:31:25.738Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_UNPARSABLE",NA,"true","false",1651430,1651430,1,54,216,811,3346,7924646,NA,1651430,"Aedes albopictus","Aedes albopictus (Skuse, 1894)","Aedes albopictus",NA,"DWC_ARCHIVE","2025-02-02T16:31:25.738Z","2025-01-24T08:50:12.886Z","true",NA,NA,"false","NORTH_AMERICA","EUROPE","USA","United States","USA.14_1","Illinois","USA.14.84_1","Saline","","","NE"
-88.89,37.47,1264853677,NA,NA,NA,"CC0_1_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MATERIAL_CITATION",NA,NA,NA,4256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,NA,NA,NA,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NORTH_AMERICA",NA,NA,NA,"US",NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aedes albopictus (Skuse, 1894)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Diptera",NA,"Culicidae",NA,NA,NA,"Aedes","Aedes",NA,NA,"albopictus",NA,NA,"SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"33614778-513a-4ec0-814d-125021cca5fe","GB","2025-02-02T16:31:25.579Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_UNPARSABLE",NA,"true","false",1651430,1651430,1,54,216,811,3346,7924646,NA,1651430,"Aedes albopictus","Aedes albopictus (Skuse, 1894)","Aedes albopictus",NA,"DWC_ARCHIVE","2025-02-02T16:31:25.579Z","2025-01-24T08:50:12.886Z","true",NA,NA,"false","NORTH_AMERICA","EUROPE","USA","United States","USA.14_1","Illinois","USA.14.44_1","Johnson","","","NE"
-88.54,38.09,1264853673,NA,NA,NA,"CC0_1_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MATERIAL_CITATION",NA,NA,NA,4296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NORTH_AMERICA",NA,NA,NA,"US",NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aedes albopictus (Skuse, 1894)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Diptera",NA,"Culicidae",NA,NA,NA,"Aedes","Aedes",NA,NA,"albopictus",NA,NA,"SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"33614778-513a-4ec0-814d-125021cca5fe","GB","2025-02-02T16:31:25.577Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_UNPARSABLE",NA,"true","false",1651430,1651430,1,54,216,811,3346,7924646,NA,1651430,"Aedes albopictus","Aedes albopictus (Skuse, 1894)","Aedes albopictus",NA,"DWC_ARCHIVE","2025-02-02T16:31:25.577Z","2025-01-24T08:50:12.886Z","true",NA,NA,"false","NORTH_AMERICA","EUROPE","USA","United States","USA.14_1","Illinois","USA.14.33_1","Hamilton","","","NE"
-88.23,37.77,1264853669,NA,NA,NA,"CC0_1_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MATERIAL_CITATION",NA,NA,NA,4275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,NA,NA,NA,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NORTH_AMERICA",NA,NA,NA,"US",NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aedes albopictus (Skuse, 1894)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Diptera",NA,"Culicidae",NA,NA,NA,"Aedes","Aedes",NA,NA,"albopictus",NA,NA,"SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"33614778-513a-4ec0-814d-125021cca5fe","GB","2025-02-02T16:31:25.567Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_UNPARSABLE",NA,"true","false",1651430,1651430,1,54,216,811,3346,7924646,NA,1651430,"Aedes albopictus","Aedes albopictus (Skuse, 1894)","Aedes albopictus",NA,"DWC_ARCHIVE","2025-02-02T16:31:25.567Z","2025-01-24T08:50:12.886Z","true",NA,NA,"false","NORTH_AMERICA","EUROPE","USA","United States","USA.14_1","Illinois","USA.14.30_1","Gallatin","","","NE"
-88.71,37.22,1264853443,NA,NA,NA,"CC0_1_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MATERIAL_CITATION",NA,NA,NA,4036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA,NA,NA,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NORTH_AMERICA",NA,NA,NA,"US",NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aedes albopictus (Skuse, 1894)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Diptera",NA,"Culicidae",NA,NA,NA,"Aedes","Aedes",NA,NA,"albopictus",NA,NA,"SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"33614778-513a-4ec0-814d-125021cca5fe","GB","2025-02-02T16:31:25.405Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_UNPARSABLE",NA,"true","false",1651430,1651430,1,54,216,811,3346,7924646,NA,1651430,"Aedes albopictus","Aedes albopictus (Skuse, 1894)","Aedes albopictus",NA,"DWC_ARCHIVE","2025-02-02T16:31:25.405Z","2025-01-24T08:50:12.886Z","true",NA,NA,"false","NORTH_AMERICA","EUROPE","USA","United States","USA.14_1","Illinois","USA.14.62_1","Massac","","","NE"
-89.83,38.05,1264853329,NA,NA,NA,"CC0_1_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MATERIAL_CITATION",NA,NA,NA,3900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NORTH_AMERICA",NA,NA,NA,"US",NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aedes albopictus (Skuse, 1894)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Diptera",NA,"Culicidae",NA,NA,NA,"Aedes","Aedes",NA,NA,"albopictus",NA,NA,"SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"33614778-513a-4ec0-814d-125021cca5fe","GB","2025-02-02T16:31:25.337Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_UNPARSABLE",NA,"true","false",1651430,1651430,1,54,216,811,3346,7924646,NA,1651430,"Aedes albopictus","Aedes albopictus (Skuse, 1894)","Aedes albopictus",NA,"DWC_ARCHIVE","2025-02-02T16:31:25.337Z","2025-01-24T08:50:12.886Z","true",NA,NA,"false","NORTH_AMERICA","EUROPE","USA","United States","USA.14_1","Illinois","USA.14.80_1","Randolph","","","NE"
-89.39,37.79,1264853318,NA,NA,NA,"CC0_1_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MATERIAL_CITATION",NA,NA,NA,3897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NORTH_AMERICA",NA,NA,NA,"US",NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aedes albopictus (Skuse, 1894)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Diptera",NA,"Culicidae",NA,NA,NA,"Aedes","Aedes",NA,NA,"albopictus",NA,NA,"SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"33614778-513a-4ec0-814d-125021cca5fe","GB","2025-02-02T16:31:25.296Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_UNPARSABLE",NA,"true","false",1651430,1651430,1,54,216,811,3346,7924646,NA,1651430,"Aedes albopictus","Aedes albopictus (Skuse, 1894)","Aedes albopictus",NA,"DWC_ARCHIVE","2025-02-02T16:31:25.296Z","2025-01-24T08:50:12.886Z","true",NA,NA,"false","NORTH_AMERICA","EUROPE","USA","United States","USA.14_1","Illinois","USA.14.39_1","Jackson","","","NE"
-89.26,37.48,1264853298,NA,NA,NA,"CC0_1_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MATERIAL_CITATION",NA,NA,NA,3892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NORTH_AMERICA",NA,NA,NA,"US",NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aedes albopictus (Skuse, 1894)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Diptera",NA,"Culicidae",NA,NA,NA,"Aedes","Aedes",NA,NA,"albopictus",NA,NA,"SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"33614778-513a-4ec0-814d-125021cca5fe","GB","2025-02-02T16:31:25.280Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_UNPARSABLE",NA,"true","false",1651430,1651430,1,54,216,811,3346,7924646,NA,1651430,"Aedes albopictus","Aedes albopictus (Skuse, 1894)","Aedes albopictus",NA,"DWC_ARCHIVE","2025-02-02T16:31:25.280Z","2025-01-24T08:50:12.886Z","true",NA,NA,"false","NORTH_AMERICA","EUROPE","USA","United States","USA.14_1","Illinois","USA.14.92_1","Union","","","NE"
-89.34,37.19,1264853296,NA,NA,NA,"CC0_1_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MATERIAL_CITATION",NA,NA,NA,3889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NORTH_AMERICA",NA,NA,NA,"US",NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aedes albopictus (Skuse, 1894)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Diptera",NA,"Culicidae",NA,NA,NA,"Aedes","Aedes",NA,NA,"albopictus",NA,NA,"SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"33614778-513a-4ec0-814d-125021cca5fe","GB","2025-02-02T16:31:25.281Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_UNPARSABLE",NA,"true","false",1651430,1651430,1,54,216,811,3346,7924646,NA,1651430,"Aedes albopictus","Aedes albopictus (Skuse, 1894)","Aedes albopictus",NA,"DWC_ARCHIVE","2025-02-02T16:31:25.281Z","2025-01-24T08:50:12.886Z","true",NA,NA,"false","NORTH_AMERICA","EUROPE","USA","United States","USA.14_1","Illinois","USA.14.2_1","Alexander","","","NE"
-88.93,37.74,1264853045,NA,NA,NA,"CC0_1_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MATERIAL_CITATION",NA,NA,NA,3619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,NA,NA,NA,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NORTH_AMERICA",NA,NA,NA,"US",NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aedes albopictus (Skuse, 1894)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Diptera",NA,"Culicidae",NA,NA,NA,"Aedes","Aedes",NA,NA,"albopictus",NA,NA,"SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"33614778-513a-4ec0-814d-125021cca5fe","GB","2025-02-02T16:31:24.992Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_UNPARSABLE",NA,"true","false",1651430,1651430,1,54,216,811,3346,7924646,NA,1651430,"Aedes albopictus","Aedes albopictus (Skuse, 1894)","Aedes albopictus",NA,"DWC_ARCHIVE","2025-02-02T16:31:24.992Z","2025-01-24T08:50:12.886Z","true",NA,NA,"false","NORTH_AMERICA","EUROPE","USA","United States","USA.14_1","Illinois","USA.14.101_1","Williamson","","","NE"
-89.48,39.23,1264852858,NA,NA,NA,"CC0_1_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MATERIAL_CITATION",NA,NA,NA,3342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NORTH_AMERICA",NA,NA,NA,"US",NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aedes albopictus (Skuse, 1894)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Diptera",NA,"Culicidae",NA,NA,NA,"Aedes","Aedes",NA,NA,"albopictus",NA,NA,"SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"33614778-513a-4ec0-814d-125021cca5fe","GB","2025-02-02T16:31:26.072Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_UNPARSABLE",NA,"true","false",1651430,1651430,1,54,216,811,3346,7924646,NA,1651430,"Aedes albopictus","Aedes albopictus (Skuse, 1894)","Aedes albopictus",NA,"DWC_ARCHIVE","2025-02-02T16:31:26.072Z","2025-01-24T08:50:12.886Z","true",NA,NA,"false","NORTH_AMERICA","EUROPE","USA","United States","USA.14_1","Illinois","USA.14.69_1","Montgomery","","","NE"
