decimalLongitude,decimalLatitude,presence,cropped_bioclim_stack,wc2.1_5m_bio_1,wc2.1_5m_bio_10,wc2.1_5m_bio_11,wc2.1_5m_bio_12,wc2.1_5m_bio_13,wc2.1_5m_bio_14,wc2.1_5m_bio_15,wc2.1_5m_bio_16,wc2.1_5m_bio_17,wc2.1_5m_bio_18,wc2.1_5m_bio_19,wc2.1_5m_bio_2,wc2.1_5m_bio_3,wc2.1_5m_bio_4,wc2.1_5m_bio_5,wc2.1_5m_bio_6,wc2.1_5m_bio_7,wc2.1_5m_bio_8,wc2.1_5m_bio_9
-88.59,39.06,1,11.967916488647461,11.967916488647461,23.67416763305664,-0.8484999537467957,1013.0,106.0,53.0,20.77817726135254,311.0,196.0,284.0,196.0,11.515167236328125,29.976484298706055,986.2462158203125,30.951000213623047,-7.4629998207092285,38.41400146484375,21.56366729736328,-0.8484999537467957
-89.03,39.0,1,12.256041526794434,12.256041526794434,23.999000549316406,-0.6418332457542419,1009.0,106.0,51.0,21.116863250732422,308.0,191.0,277.0,191.0,11.752082824707031,30.291215896606445,991.428955078125,31.381000518798828,-7.415999889373779,38.797000885009766,21.993833541870117,-0.6418332457542419
-88.18,38.09,1,13.155500411987305,13.155500411987305,24.422666549682617,0.8488333821296692,1110.0,124.0,67.0,20.361753463745117,351.0,227.0,276.0,234.0,11.768166542053223,31.532291412353516,949.7625122070312,31.59000015258789,-5.730999946594238,37.32099914550781,13.077500343322754,19.806333541870117
-88.56,37.42,1,13.456707954406738,13.456707954406738,24.20783233642578,1.7565001249313354,1224.0,126.0,78.0,16.340492248535156,370.0,252.0,303.0,281.0,11.762916564941406,32.56621551513672,902.1859130859375,31.263999938964844,-4.855999946594238,36.119998931884766,13.373167037963867,19.83300018310547
-89.37,38.08,1,13.221333503723145,13.221333503723145,24.589500427246094,0.9004999995231628,1082.0,115.0,61.0,18.179874420166016,326.0,216.0,279.0,216.0,11.571833610534668,30.95149040222168,953.6403198242188,31.707000732421875,-5.679999828338623,37.387001037597656,13.067667007446289,0.9004999995231628
-88.54,37.76,1,13.47237491607666,13.47237491607666,24.620166778564453,1.3688334226608276,1157.0,122.0,76.0,18.01244354248047,355.0,237.0,290.0,252.0,12.093250274658203,32.38858413696289,937.0968017578125,31.895000457763672,-5.442999839782715,37.3380012512207,13.396166801452637,20.017833709716797
-88.89,37.47,1,13.505624771118164,13.505624771118164,24.495500564575195,1.5726666450500488,1199.0,125.0,78.0,16.24102210998535,364.0,253.0,291.0,273.0,11.725250244140625,31.950651168823242,922.304443359375,31.545000076293945,-5.1529998779296875,36.697998046875,13.422833442687988,19.989166259765625
-88.54,38.09,1,13.019124984741211,13.019124984741211,24.3266658782959,0.677333414554596,1110.0,118.0,70.0,19.404672622680664,346.0,232.0,271.0,232.0,11.952250480651855,31.783672332763672,952.2659301757812,31.64900016784668,-5.955999851226807,37.60499954223633,12.906000137329102,19.73200035095215
-88.23,37.77,1,13.463749885559082,13.463749885559082,24.5,1.3296667337417603,1142.0,123.0,71.0,18.642955780029297,351.0,228.0,287.0,253.0,12.097999572753906,32.654052734375,937.0205078125,31.586000442504883,-5.4629998207092285,37.04899978637695,13.464332580566406,20.071332931518555
-88.71,37.22,1,13.985583305358887,13.985583305358887,24.868000030517578,2.190999984741211,1236.0,124.0,79.0,15.136771202087402,369.0,260.0,295.0,292.0,12.076499938964844,33.07361602783203,913.072998046875,31.93000030517578,-4.584000110626221,36.513999938964844,13.932666778564453,20.362333297729492
-89.83,38.05,1,13.052458763122559,13.052458763122559,24.432167053222656,0.7101667523384094,1068.0,110.0,57.0,18.183502197265625,312.0,207.0,285.0,207.0,11.931083679199219,31.513690948486328,954.1281127929688,31.753000259399414,-6.10699987411499,37.86000061035156,12.850000381469727,0.7101667523384094
-89.39,37.79,1,13.451624870300293,13.451624870300293,24.701833724975586,1.3221665620803833,1136.0,120.0,68.0,17.77469253540039,343.0,238.0,290.0,238.0,11.543083190917969,31.24734878540039,940.7135009765625,31.749000549316406,-5.191999912261963,36.941001892089844,13.277832984924316,1.3221665620803833
-89.26,37.48,1,13.435416221618652,13.435416221618652,24.469165802001953,1.4396666288375854,1199.0,128.0,78.0,17.08738136291504,366.0,259.0,285.0,269.0,11.431166648864746,31.12215232849121,926.064208984375,31.486000061035156,-5.24399995803833,36.72999954223633,13.311833381652832,19.98033332824707
-89.34,37.19,1,13.665583610534668,13.665583610534668,24.579334259033203,1.847000002861023,1206.0,129.0,78.0,16.520666122436523,368.0,265.0,284.0,274.0,11.247166633605957,30.966869354248047,914.872802734375,31.53700065612793,-4.7829999923706055,36.31999969482422,13.432499885559082,20.18950080871582
-88.93,37.74,1,13.44404125213623,13.44404125213623,24.592666625976562,1.4163333177566528,1152.0,121.0,74.0,17.44565200805664,352.0,244.0,286.0,254.0,11.658583641052246,31.585660934448242,932.9519653320312,31.649999618530273,-5.261000156402588,36.9109992980957,13.293832778930664,19.987499237060547
-89.48,39.23,1,11.88437557220459,11.88437557220459,23.694334030151367,-1.1113332509994507,999.0,109.0,50.0,22.65180206298828,317.0,176.0,276.0,176.0,11.668416976928711,29.919782638549805,997.2986450195312,31.130001068115234,-7.86899995803833,38.999000549316406,17.32699966430664,-1.1113332509994507
-89.81,40.03,1,11.200082778930664,11.200082778930664,23.27483367919922,-2.2230000495910645,921.0,105.0,39.0,26.575342178344727,294.0,146.0,276.0,146.0,11.598999977111816,29.46226692199707,1027.0159912109375,30.514999389648438,-8.854000091552734,39.36899948120117,21.309165954589844,-2.2230000495910645
-88.92,38.65,1,12.491957664489746,12.491957664489746,24.090665817260742,-0.16283337771892548,1039.0,109.0,51.0,20.71531105041504,311.0,202.0,279.0,202.0,11.652416229248047,30.51089859008789,976.2628784179688,31.342998504638672,-6.8480000495910645,38.19099807739258,22.045166015625,-0.16283337771892548
-88.85,40.49,1,10.419875144958496,10.419875144958496,22.58966636657715,-3.0306665897369385,955.0,106.0,41.0,26.957551956176758,303.0,153.0,288.0,153.0,11.29224967956543,28.75834083557129,1034.4864501953125,29.597999572753906,-9.668000221252441,39.26599884033203,20.65416717529297,-3.0306665897369385
-88.49,38.76,1,12.388999938964844,12.388999938964844,23.9913330078125,-0.30133333802223206,1055.0,109.0,57.0,19.78671646118164,314.0,207.0,286.0,207.0,11.744667053222656,30.709827423095703,976.8809814453125,31.354999542236328,-6.888999938964844,38.24399948120117,17.719499588012695,-0.30133333802223206
